bandwidth,throughput,congestion,packet_loss,latency,jitter,Routers,Planned route,Network measure,Network target,Percentage video occupancy,Bitrate video,Number videos,anomaly_throughput,anomaly_congestion,anomaly_packet_loss,anomaly_latency,anomaly_jitter,anomaly
2,0.05,60.27,29.08693818659608,256.87,0.18,0,0,0,0,50,1336,0,0,0,1,0,0,1
2,0.08,119.12,15.085387971641504,108.26,1.2,0,0,0,1,50,1670,2,0,0,1,0,1,1
2,0.7,134.37,36.06606775733094,5.05,0.18,0,0,0,0,100,1670,1,1,0,1,1,1,1
2,2.97,134.37,30.48785572101412,81.95,0.18,0,0,0,1,50,1336,2,0,0,1,0,1,1
2,0.05,6.82,0.0,189.78,0.81,0,0,0,1,80,835,1,0,1,0,0,1,1
2,1.25,123.45,26.674315607058766,1555.93,2.21,1,0,0,1,20,2004,2,1,0,1,0,1,1
2,1.13,87.82,7.0904705205091645,40.97,2.83,0,1,0,1,20,835,1,1,0,1,1,0,1
2,1.87,53.14,0.0,148.33,1.86,1,0,0,1,100,2004,1,0,1,1,0,0,1
2,3.84,119.99,5.460101595953763,139.52,1.14,1,1,0,0,100,835,1,0,1,1,0,0,1
2,0.65,134.37,16.95828991913426,162.04,0.18,0,0,0,0,100,167,5,0,0,0,0,0,1
2,0.05,123.85,0.0,78.33,0.18,1,0,0,0,80,167,1,1,0,1,1,1,1
2,3.22,107.94,44.566322640446174,1211.24,1.1,0,0,0,1,50,2004,1,1,0,0,0,0,1
2,2.33,122.79,0.0,267.4,0.18,0,0,0,1,120,2004,2,0,0,1,0,1,1
2,0.05,88.76,4.335304743885194,36.57,0.86,1,0,0,1,10,1670,3,0,1,1,0,1,1
2,0.18,101.37,0.0,57.56,0.18,0,0,0,1,120,1670,1,1,0,0,0,1,1
2,0.14,120.01,11.257405377123902,1193.22,1.19,0,0,0,0,80,1670,1,0,1,1,1,1,1
2,0.05,59.75,0.0,305.8,0.21,1,0,0,1,120,1670,2,1,1,1,0,0,1
2,1.12,73.44,4.757404766675201,1446.73,0.18,1,0,0,0,10,1336,1,0,0,1,1,1,1
2,0.05,70.91,2.3231491665698574,2402.14,1.94,0,0,0,1,80,1336,1,1,0,1,1,0,1
2,6.57,92.79,29.406718816300693,279.99,0.51,0,1,0,1,80,2004,2,0,0,1,1,0,1
2,0.57,95.69,22.76801787835377,130.32,1.01,1,0,0,1,100,1336,2,1,0,1,0,0,1
2,0.05,104.39,0.0,5.05,0.18,0,1,0,1,120,1670,2,0,0,1,1,1,1
2,0.46,134.37,5.251377279688654,1213.94,0.99,0,0,0,0,80,1670,1,0,0,1,0,0,1
2,5.48,134.37,10.280815771257956,5.05,1.17,0,0,0,1,50,1336,2,0,0,1,0,1,1
2,0.05,70.99,0.0,5.05,0.56,0,0,0,0,100,2004,2,1,0,0,1,1,1
2,0.05,122.33,0.05282039489758006,154.54,0.18,0,1,0,0,100,1670,1,1,1,1,0,0,1
2,1.18,125.47,0.0,236.2,0.28,0,0,0,1,50,1670,1,1,0,1,0,0,1
2,0.43,127.64,4.464372555372819,2802.22,1.39,0,1,0,1,100,2004,1,0,1,1,0,1,1
2,0.05,112.63,29.406299750889502,126.53,2.23,0,0,0,0,80,0,1,1,0,1,1,1,1
2,0.83,115.89,0.0,5.05,0.83,1,1,0,1,100,167,2,0,0,1,1,0,1
2,1.06,134.37,0.0,146.69,0.18,0,0,0,0,100,2004,1,0,0,1,0,0,1
2,0.27,60.19,0.0,98.97,0.18,0,1,0,1,100,2004,2,1,1,1,0,0,1
2,3.38,87.25,0.0,5.05,1.33,1,0,0,0,100,835,1,0,0,1,0,1,1
2,2.59,118.62,0.0,55.95,0.24,1,0,0,1,100,334,1,0,0,1,0,0,1
2,3.12,134.37,12.065972732829954,154.75,0.18,1,0,0,1,50,2004,0,0,1,0,1,1,1
2,0.05,105.3,3.474288815915429,124.14,0.88,0,0,0,1,80,1670,1,0,0,1,1,0,1
2,0.32,79.57,0.0,192.05,1.16,0,0,0,1,80,1670,1,1,1,1,0,0,1
2,0.54,116.43,11.321702301638975,5.05,0.18,0,0,0,1,10,1670,1,0,1,1,0,0,1
2,0.05,132.55,12.839152390374823,5.05,1.16,0,0,0,1,120,167,2,1,0,0,1,0,1
2,1.06,116.03,0.0,5.05,0.89,0,1,0,1,100,167,2,0,0,1,0,0,1
2,0.42,105.28,0.0,310.33,0.65,1,1,0,1,120,1336,2,1,0,1,1,1,1
2,0.05,120.73,20.59128447616488,213.95,2.51,0,0,0,0,120,835,2,0,0,1,1,1,1
2,0.95,117.14,0.0,182.43,0.18,1,1,0,1,120,1670,1,0,0,1,0,0,1
2,0.27,134.37,13.021773148779895,210.17,0.18,1,0,0,1,100,2004,1,1,0,1,1,0,1
2,1.39,134.37,7.874935681830085,2133.02,0.18,0,0,0,0,80,1336,1,1,0,0,0,0,1
2,0.43,133.88,25.58936961772619,27.19,0.18,0,0,0,1,10,1336,2,0,0,1,0,1,1
2,0.05,134.37,17.106821053754437,1044.67,0.18,1,0,0,0,50,1670,2,0,0,0,1,0,1
2,0.89,87.18,3.97601973612654,188.53,0.18,1,0,0,1,100,2004,2,0,1,1,0,0,1
2,0.05,91.52,0.0,62.1,1.76,0,1,0,1,120,2004,2,0,0,1,1,0,1
2,0.05,55.17,0.0,194.48,0.4,0,1,0,0,100,1670,5,0,0,1,0,1,1
2,0.33,94.05,0.0,93.47,0.23,0,1,0,1,100,167,1,0,0,1,1,0,1
2,0.05,80.4,0.0,598.02,0.18,1,0,0,1,20,167,1,1,0,1,1,0,1
2,4.53,89.42,0.0,45.97,0.18,0,0,0,1,120,0,2,0,0,0,1,1,1
2,4.78,75.13,33.5645752795796,1637.57,0.96,0,1,0,0,100,2004,3,1,0,1,0,0,1
2,1.34,101.15,0.0,3051.58,0.35,1,1,0,1,120,1336,1,0,0,1,0,1,1
2,0.05,93.57,4.520468781941478,171.85,0.48,0,0,0,1,120,0,2,0,0,1,0,1,1
2,0.87,31.41,7.534377840265703,323.92,0.18,0,1,0,0,120,1336,1,0,0,1,0,0,1
2,0.05,126.01,0.0,187.69,0.67,1,1,0,1,100,1336,1,0,1,1,1,0,1
2,0.55,63.46,0.07350777567902966,216.45,0.63,1,0,0,1,100,2004,5,1,0,1,0,1,1
2,0.05,125.54,0.0,172.5,0.18,0,1,0,1,80,1670,2,1,0,0,0,1,1
2,1.22,81.14,0.0,153.26,0.18,1,1,0,1,100,334,5,0,0,1,0,0,1
2,1.9,41.32,9.726594322573138,95.62,0.18,1,0,0,1,120,1670,2,1,0,1,1,1,1
2,0.05,134.37,16.878331609658954,207.78,0.57,0,0,0,0,120,1670,1,0,1,1,1,0,1
2,1.16,84.87,0.0,1409.88,0.18,1,1,0,0,50,835,5,1,1,1,1,1,1
2,1.63,134.37,20.172470142956588,97.02,0.18,1,0,0,1,80,835,5,0,1,1,0,0,1
2,1.78,124.02,22.626960460946638,299.81,0.2,0,0,0,0,10,2004,1,0,1,1,0,0,1
2,0.42,116.8,5.5014387861349725,5.05,0.4,0,0,0,0,0,1670,2,0,0,1,0,0,1
2,0.65,107.03,0.0,328.07,1.15,0,0,0,1,120,1336,2,0,0,1,0,1,1
2,0.8,100.96,21.23621349977395,152.46,0.18,1,0,0,1,10,1670,2,1,0,1,0,0,1
2,0.05,120.22,13.003087889126741,119.17,0.88,0,0,0,1,100,835,2,0,0,1,0,1,1
2,0.05,89.85,36.302991445234184,85.08,0.18,0,1,0,1,120,835,2,0,0,1,0,0,1
2,0.05,91.09,0.0,3051.58,0.37,0,1,0,0,80,2004,2,1,0,1,0,1,1
2,2.54,112.98,31.01365909426419,167.09,1.12,0,0,0,1,50,835,2,1,1,1,0,1,1
2,1.0,134.37,13.504521690678054,344.17,0.18,0,0,0,1,0,1336,2,1,0,1,0,0,1
2,0.05,122.76,0.0,181.45,0.18,0,0,0,1,80,2004,1,1,1,1,0,1,1
2,0.91,43.58,0.0,5.05,0.18,0,0,0,1,80,167,1,0,0,1,0,0,1
2,0.41,59.64,0.0,5.05,0.18,0,0,0,0,80,167,1,0,1,1,0,0,1
2,1.18,134.37,0.0,210.76,0.41,1,1,0,1,80,1336,1,1,0,1,0,1,1
2,0.64,72.44,0.0,1552.37,0.18,0,0,0,1,100,1670,2,1,0,1,0,1,1
2,0.75,134.37,4.579309192184429,226.94,0.18,0,0,0,0,100,2004,0,0,1,1,0,0,1
2,1.52,96.11,0.0,324.34,0.18,1,0,0,1,10,2004,2,0,0,1,1,1,1
2,0.47,58.01,0.0,101.66,0.78,1,1,0,0,100,167,1,0,0,1,0,0,1
2,2.08,42.75,0.0,1353.2,0.28,1,0,0,1,50,1670,1,0,0,1,0,0,1
2,0.26,107.06,31.465606689703044,5.05,0.32,0,0,0,1,100,1336,2,0,0,1,0,0,1
2,2.1,107.11,0.0,258.86,0.18,1,1,0,1,80,1670,1,0,0,1,1,0,1
2,0.44,113.03,7.900402575878834,175.97,0.93,1,0,0,1,120,1336,1,1,0,0,0,1,1
2,0.05,74.75,5.0761300228430635,79.04,0.23,1,0,0,1,80,2004,1,0,0,1,1,0,1
2,0.05,44.11,0.0,1060.26,0.37,1,0,0,1,80,2004,1,0,0,1,1,0,1
2,2.14,62.88,0.0,204.72,0.18,1,0,0,1,50,835,2,0,0,1,1,0,1
2,2.28,101.57,24.744084337236504,70.95,0.51,1,0,0,0,80,1336,2,1,1,1,0,1,1
2,5.73,125.7,25.370936572824277,10.09,1.33,0,0,0,0,100,1336,2,0,1,1,1,1,1
2,0.35,61.66,0.0,46.33,0.67,0,0,0,0,80,1670,2,1,0,1,0,1,1
2,3.23,58.84,19.959732128860036,32.05,1.73,0,0,0,1,100,2004,1,0,0,1,1,0,1
2,4.87,115.27,4.428740434996385,831.1,0.42,0,0,0,0,80,1336,2,0,0,1,0,0,1
2,1.65,51.85,3.1083751483700617,166.36,0.21,1,0,0,1,10,1670,1,1,0,1,0,0,1
2,0.54,108.52,15.787767250492102,122.52,0.18,1,0,0,0,10,1336,1,0,0,1,1,0,1
2,0.8,122.06,9.931782417669304,5.05,1.22,0,0,0,1,50,1670,2,0,1,1,0,1,1
2,1.79,122.13,3.2703005782014003,312.68,0.18,1,0,0,1,50,1336,2,1,1,1,0,1,1
2,1.3,76.23,26.844592631235905,294.93,1.02,1,0,0,1,120,167,2,1,0,1,0,0,1
2,0.05,134.37,0.0,115.63,0.18,1,0,0,1,50,1670,2,0,0,0,1,1,1
2,1.37,134.37,0.0,5.05,0.53,0,1,0,1,80,1336,1,0,1,1,0,0,1
2,2.7,125.9,0.7308508895680816,221.55,0.18,0,1,0,0,20,167,1,1,0,1,0,0,1
2,4.19,127.7,0.0,1083.45,1.08,0,0,0,1,100,334,2,1,0,1,0,0,1
2,0.05,85.75,20.85267327502615,160.62,1.32,0,1,0,0,80,2004,1,1,0,1,0,0,1
2,1.34,106.14,17.987896361647394,182.43,2.03,1,0,0,1,50,167,2,0,1,0,1,1,1
2,1.88,53.59,0.0,1375.8,0.27,0,0,0,0,10,1336,1,0,0,1,0,0,1
2,1.37,97.58,0.0,3051.58,0.56,1,1,0,0,100,1670,1,0,1,1,0,0,1
2,0.05,125.34,18.98114323457294,1604.93,0.98,1,0,0,1,100,2004,2,1,0,1,1,0,1
2,0.05,70.94,0.0,224.35,1.23,0,1,0,0,80,2004,1,0,0,1,0,1,1
2,0.05,126.74,28.77873195699219,92.11,0.18,1,0,0,0,80,1670,2,1,1,0,1,0,1
2,5.36,132.79,0.0,79.47,0.18,0,0,0,1,100,2004,2,0,1,1,0,1,1
2,6.57,119.81,0.0,5.05,1.67,0,0,0,1,80,1670,2,0,1,1,1,1,1
2,1.58,93.89,3.99848308721956,191.83,1.61,0,0,0,1,100,1336,1,1,0,1,0,1,1
2,0.47,134.37,34.94636480492844,149.51,0.18,0,1,0,1,80,1336,1,1,0,1,1,1,1
2,0.05,134.37,0.0,3051.58,0.18,0,1,0,1,80,0,1,1,0,1,0,0,1
2,0.05,118.42,0.0,3051.58,0.44,1,0,0,1,100,1336,2,0,0,0,0,1,1
2,0.05,115.58,11.986855350776668,921.15,0.57,0,1,0,1,50,1336,2,1,0,1,1,1,1
2,4.72,128.11,10.926990516592543,243.43,0.18,0,0,0,1,120,1670,2,0,0,1,0,1,1
2,0.05,63.16,4.512290517562878,829.4,0.5,0,0,0,1,50,1336,2,1,1,1,0,0,1
2,1.11,125.72,21.228328567304406,156.44,1.19,0,0,0,1,100,167,2,0,0,1,0,0,1
2,4.35,99.49,0.0,130.69,0.47,0,1,0,0,80,1670,4,1,0,1,0,0,1
2,0.05,104.96,0.0,50.13,0.18,0,0,0,1,100,1336,6,1,1,0,0,1,1
2,0.24,111.9,0.0,67.79,0.18,0,1,0,0,100,1336,1,0,1,1,1,0,1
2,1.85,102.47,5.227840372013318,12.76,0.31,0,1,0,0,100,1670,1,0,1,1,0,0,1
2,1.22,108.76,1.5364521206710577,128.33,0.46,1,0,0,1,10,1670,1,1,0,1,1,1,1
2,1.13,118.94,18.222284992268996,3051.58,0.32,0,0,0,1,10,1336,2,0,0,1,0,0,1
2,4.12,134.37,24.950719711282574,130.28,0.65,1,0,0,1,100,1336,0,1,1,1,0,0,1
2,1.85,14.01,0.13845135398861075,228.35,1.29,0,1,0,1,100,1336,2,1,1,1,0,0,1
2,0.17,134.37,0.0,42.71,0.18,1,0,0,1,100,1336,1,0,0,1,0,1,1
2,0.05,73.33,0.26857116416364235,830.55,0.78,0,0,0,1,120,1336,2,0,1,1,1,1,1
2,0.05,66.79,14.216469750171958,246.39,0.18,1,0,0,1,50,2004,1,1,0,1,0,0,1
2,0.1,95.45,51.684186995484716,1353.58,1.51,1,1,0,1,10,1670,1,1,1,0,0,0,1
2,1.22,134.37,3.8312427519317946,5.05,0.18,1,1,0,1,100,1670,1,0,1,1,0,0,1
2,0.62,78.43,15.16576164677015,314.93,0.66,0,0,0,1,120,2004,1,1,0,1,0,1,1
2,0.17,84.23,12.507747154148841,78.61,0.18,1,1,0,1,120,1670,2,0,0,0,1,0,1
2,0.05,80.23,0.0,5.05,0.18,0,0,0,1,100,1670,2,0,0,1,1,1,1
2,0.05,88.65,0.0,126.84,0.18,1,0,0,1,80,2004,1,0,1,0,0,0,1
2,0.05,40.68,31.296256831895064,251.9,0.18,0,0,0,0,100,1670,1,0,1,1,0,0,1
2,4.83,109.67,18.795148357684205,326.31,0.6,0,0,0,0,10,1336,2,1,0,1,1,0,1
2,1.96,124.51,5.819690131997497,151.41,0.73,1,1,0,1,80,1670,2,0,0,1,0,0,1
2,0.74,118.54,47.77434639598849,82.26,0.18,0,0,0,1,80,1670,1,0,0,1,0,0,1
2,1.24,134.37,26.82027383190851,3051.58,0.83,0,0,0,1,100,1670,2,1,1,1,0,1,1
2,1.98,107.62,0.0,58.73,3.05,1,0,0,0,120,2004,2,0,1,1,0,0,1
2,0.05,50.88,0.0,102.26,1.01,0,0,0,1,80,167,5,1,1,1,1,1,1
2,0.05,99.76,2.927113462445078,2271.05,1.34,0,0,0,0,10,1670,1,1,1,1,0,1,1
2,0.05,123.27,22.625404499975946,483.37,0.8,0,0,0,1,10,2004,1,1,1,1,0,0,1
2,0.47,120.27,44.20844091293124,25.5,0.32,1,0,0,1,10,1336,2,0,0,1,0,0,1
2,0.97,114.78,10.045029064831299,3051.58,0.18,1,0,0,0,100,1670,1,0,0,1,1,1,1
2,1.17,120.3,0.0,234.0,0.18,0,1,0,1,80,167,2,0,0,1,0,1,1
2,5.76,106.01,13.148676993187314,82.5,0.18,0,0,0,0,0,1670,1,0,0,0,1,0,1
2,0.05,97.0,29.971819335749338,5.05,0.18,0,0,0,0,100,1670,1,1,0,1,1,1,1
2,0.81,117.72,17.199268697101523,39.3,2.49,1,0,0,1,80,2004,1,0,1,1,1,1,1
2,0.05,134.37,0.0,51.71,0.2,1,1,0,0,120,1670,1,0,0,0,1,1,1
2,0.3,134.37,7.137867541041519,1589.69,0.61,1,0,0,0,50,1336,1,0,0,1,1,1,1
2,0.05,119.7,0.0,5.05,0.18,0,0,0,1,120,835,2,0,1,1,0,0,1
2,5.12,85.52,0.0,106.62,0.18,0,0,0,0,100,167,1,0,1,0,0,0,1
2,0.05,111.07,16.835937224439785,5.05,2.36,1,1,0,1,80,167,2,1,1,0,0,0,1
2,0.05,39.39,8.867523176880233,1161.55,0.34,0,0,0,1,50,835,2,0,0,1,1,0,1
2,0.05,134.37,26.27757328651666,46.85,0.18,1,0,0,0,10,1670,1,0,0,1,0,0,1
2,1.08,94.69,0.0,5.05,0.18,1,0,0,1,100,835,1,1,0,1,1,0,1
2,0.37,114.66,0.0,179.44,0.33,0,0,0,0,120,167,2,1,1,0,1,0,1
2,0.6,124.98,49.8226167414297,111.03,0.22,0,0,0,1,80,167,2,1,1,1,1,0,1
2,3.01,119.96,0.0,8.65,0.18,0,0,0,1,80,167,1,1,1,0,0,1,1
2,0.49,25.18,0.0,823.73,0.9,1,1,0,1,50,1336,1,0,0,1,1,0,1
2,2.36,112.3,0.0,248.12,1.23,0,0,0,0,100,1670,2,0,1,1,0,0,1
2,0.85,63.98,25.676531610621215,219.15,0.18,1,1,0,0,50,1670,1,0,1,1,0,0,1
2,0.22,96.92,0.0,6.31,0.18,0,0,0,1,120,2004,2,0,0,1,0,0,1
2,0.11,130.66,0.0,263.83,0.18,0,0,0,1,10,1336,1,0,0,1,1,0,1
2,0.74,55.0,0.0,252.0,0.18,0,0,0,1,80,2004,2,0,1,1,1,1,1
2,1.1,134.37,37.25343902308272,1024.83,0.18,0,0,0,1,120,1336,4,0,0,1,0,1,1
2,0.05,134.37,0.0,5.05,0.64,1,1,0,1,100,1336,1,0,0,0,1,0,1
2,0.1,134.37,2.998250538521445,3051.58,2.02,0,0,0,1,80,835,2,0,1,0,1,0,1
2,0.98,94.21,0.0,64.22,0.18,0,0,0,1,120,167,2,1,1,1,1,0,1
2,0.35,45.55,0.0,157.84,0.18,0,0,0,1,120,2004,1,0,1,1,0,1,1
2,0.85,124.43,0.0,5.05,0.43,1,0,0,1,0,2004,1,1,1,1,1,1,1
2,0.7,112.11,0.0,98.02,1.14,0,1,0,1,80,835,2,1,0,1,1,0,1
2,0.05,121.78,0.060571659951484946,5.05,1.2,1,0,0,0,80,167,2,0,0,1,0,0,1
2,0.05,134.37,0.0,5.05,0.18,1,0,0,1,20,2004,5,1,1,1,1,0,1
2,0.05,118.84,8.020452533233554,278.06,0.19,1,1,0,1,100,2004,2,0,1,1,0,0,1
2,2.23,57.31,26.05815780295261,213.41,2.1,0,1,0,1,50,1670,2,1,0,1,0,1,1
2,1.29,104.4,0.0,109.78,0.18,1,0,0,0,80,1336,2,0,0,0,1,1,1
2,0.05,132.58,8.819126179573587,5.05,0.18,1,0,0,0,120,1670,2,0,0,1,0,0,1
2,1.71,85.8,0.0,268.89,0.63,1,0,0,0,100,1670,2,0,0,1,1,0,1
2,0.05,130.64,0.0,41.85,1.55,0,0,0,1,100,1670,1,1,0,1,0,0,1
2,0.78,134.37,0.0,221.66,0.18,1,1,0,1,10,1336,1,1,0,1,0,0,1
2,0.05,134.37,17.482606391203028,203.88,0.18,1,1,0,1,0,1670,2,0,1,1,1,0,1
2,0.05,73.01,21.437165479812375,253.09,0.18,0,1,0,1,50,2004,1,0,1,1,1,1,1
2,3.17,95.61,0.0,25.53,0.18,1,1,0,1,80,1670,1,0,1,1,0,1,1
2,0.21,44.53,25.467654211477907,1514.87,0.41,1,0,0,1,120,1336,1,1,0,1,1,1,1
2,0.05,59.27,43.76752616458907,1329.91,0.18,0,0,0,1,100,1670,1,1,0,1,1,1,1
2,0.86,117.32,31.35217724331858,5.05,0.89,0,1,0,1,80,167,2,0,0,0,1,1,1
2,2.26,134.37,37.74597960633463,126.17,0.54,1,0,0,1,120,2004,2,1,0,1,1,1,1
2,0.05,79.96,11.21304167616573,219.93,0.79,1,1,0,1,80,2004,1,0,1,1,0,1,1
2,0.05,96.6,0.0,5.05,0.18,1,0,0,1,50,1336,1,0,0,0,1,0,1
2,0.38,134.37,14.891887046866724,181.34,2.73,1,0,0,1,50,1670,1,0,1,0,0,1,1
2,3.32,134.37,27.397983847125357,1422.84,0.73,0,0,0,1,80,167,2,0,0,1,1,1,1
2,0.17,114.03,35.38343187829676,5.05,0.18,0,0,0,1,50,1670,1,0,0,1,1,0,1
2,0.05,133.88,21.833311625644765,932.9,0.66,1,1,0,1,100,1670,1,0,1,0,1,1,1
2,1.43,111.17,0.0,5.05,1.28,1,1,0,1,50,2004,0,0,1,1,1,0,1
2,0.05,0.06,0.0,259.58,2.48,1,0,0,1,80,1336,2,1,1,1,0,0,1
2,1.4,115.46,0.0,329.32,0.45,1,1,0,0,100,167,1,0,0,1,1,0,1
2,2.03,98.6,9.440173171167439,18.32,0.52,0,1,0,0,120,2004,1,0,1,1,0,1,1
2,0.15,132.64,0.0,180.74,1.93,1,0,0,1,100,1670,1,1,0,1,0,0,1
2,0.73,134.37,10.82491340769195,114.44,0.18,0,0,0,1,10,1670,1,0,0,1,1,1,1
2,0.7,134.37,31.32472556877924,3051.58,2.18,0,0,0,1,100,2004,2,1,0,1,0,1,1
2,0.6,129.54,0.0,207.46,0.18,0,1,0,1,120,167,1,0,0,1,1,0,1
2,6.44,80.05,18.555947627292397,945.01,1.52,0,0,0,1,10,2004,5,0,0,0,0,0,1
2,0.5,75.31,1.9729390925432195,5.05,0.2,0,0,0,0,80,1670,2,0,0,1,0,1,1
2,0.51,134.37,11.484783919526432,5.05,0.22,1,0,0,1,100,1670,1,1,0,1,0,0,1
2,0.42,69.03,1.3737839335247095,5.05,0.9,0,1,0,1,100,1670,1,1,0,1,1,0,1
2,0.05,58.31,11.7384861194619,718.77,0.26,0,0,0,0,80,835,0,0,0,1,1,1,1
2,0.05,134.37,0.0,184.19,0.18,1,0,0,1,80,1336,1,1,0,1,0,0,1
2,2.19,15.55,5.255661980157024,2784.9,0.18,0,0,0,0,80,1336,0,0,0,1,0,0,1
2,2.02,57.18,0.0,1213.37,0.18,1,1,0,1,0,1670,1,0,1,0,0,1,1
2,1.02,104.56,36.722928223470554,112.36,1.18,1,0,0,1,80,2004,1,0,1,1,1,1,1
2,0.05,115.99,5.871810891179205,1459.62,0.49,0,0,0,0,10,1336,1,0,0,0,0,1,1
2,2.57,38.26,0.0,149.59,1.74,0,1,0,0,80,2004,1,0,1,1,0,1,1
2,0.05,41.43,0.0,103.65,0.18,1,0,0,0,10,167,2,0,0,1,0,1,1
2,0.05,60.2,0.0,5.05,0.46,0,0,0,1,120,1336,2,0,1,1,1,0,1
2,1.8,85.9,0.0,198.54,0.18,0,1,0,1,10,1336,1,0,0,0,0,1,1
2,1.12,134.37,26.70941224495745,120.26,0.46,0,1,0,0,120,1336,2,0,0,1,1,1,1
2,3.86,134.37,0.0,250.98,0.38,1,1,0,1,100,2004,1,0,1,1,1,0,1
2,0.12,132.04,13.061340024061064,241.59,0.18,0,1,0,1,100,1336,2,1,1,1,0,1,1
2,0.05,134.37,0.0,64.45,0.52,0,1,0,1,80,835,4,0,0,1,0,0,1
2,0.05,106.86,0.0,5.05,1.08,1,1,0,1,80,1336,1,0,0,1,1,1,1
2,0.68,116.11,0.0,126.44,0.27,1,1,0,1,0,1670,1,1,0,1,0,1,1
2,2.02,101.03,8.649674190451929,1453.51,1.63,1,0,0,1,100,2004,1,0,0,0,1,0,1
2,0.73,99.39,0.0,5.05,1.86,1,0,0,1,80,2004,2,0,0,1,0,1,1
2,0.27,133.94,24.878646240770166,135.37,0.18,0,1,0,1,10,1336,2,0,0,0,1,1,1
2,0.89,134.37,33.638489747794964,2328.4,0.18,1,1,0,1,80,1336,1,1,0,1,1,0,1
2,1.76,115.0,4.763714151653655,209.36,1.71,0,0,0,1,100,167,2,0,0,1,1,0,1
2,2.89,94.1,0.0,1102.34,0.9,0,0,0,1,100,2004,2,1,1,1,1,0,1
2,1.6,67.66,2.756568290621468,5.05,0.18,0,0,0,0,20,2004,1,0,0,1,0,1,1
2,0.86,134.37,0.0,992.62,1.15,1,0,0,1,10,1670,1,0,0,1,0,0,1
2,0.28,134.37,23.404773915239403,270.34,0.18,0,1,0,1,80,1670,2,0,0,1,1,0,1
2,5.2,119.62,0.0,1377.38,0.18,1,0,0,1,50,835,1,0,1,0,0,0,1
2,0.41,66.35,5.605337384521107,133.06,0.18,0,0,0,1,50,1336,2,0,1,0,1,0,1
2,0.82,95.0,0.0,113.26,0.18,1,0,0,0,10,835,1,0,0,1,0,0,1
2,0.05,134.37,0.0,870.03,0.59,1,0,0,0,80,1670,6,0,1,0,1,1,1
2,0.24,125.36,6.471331721589376,316.68,0.18,0,1,0,1,100,1670,1,0,0,1,0,0,1
2,1.09,134.37,16.104545929761816,97.17,0.18,0,1,0,1,100,1336,1,0,0,0,0,1,1
2,0.05,120.12,0.0,1479.66,0.18,1,1,0,0,100,1670,1,1,0,1,1,0,1
2,0.05,112.31,41.869867927930166,967.85,0.18,0,1,0,1,100,2004,1,1,1,1,0,1,1
2,1.07,134.37,0.0,122.79,0.18,1,0,0,1,80,2004,2,0,0,0,0,1,1
2,0.05,44.34,8.415976583688296,241.41,0.58,0,0,0,1,100,2004,1,0,0,1,0,1,1
2,0.05,103.26,0.0,165.51,0.43,1,0,0,1,100,1336,2,0,1,1,0,0,1
2,0.3,134.37,16.100416058197684,186.58,0.18,0,1,0,0,100,334,2,0,0,1,1,1,1
2,0.91,22.21,0.0,1610.41,0.18,0,1,0,1,100,2004,1,0,0,1,1,1,1
2,0.05,123.9,19.9409430060123,143.49,0.18,1,1,0,1,120,167,1,0,1,1,0,0,1
2,2.17,133.42,0.0,14.13,0.79,0,0,0,1,50,1336,3,1,0,1,1,1,1
2,2.56,134.37,22.89724934210973,58.52,1.57,1,0,0,1,120,1336,1,0,0,0,1,1,1
2,3.22,73.86,0.5137215396045143,5.05,0.18,1,0,0,1,0,1336,1,1,1,1,0,0,1
2,0.32,130.23,9.417821089166358,1636.12,0.18,1,0,0,0,100,1670,2,0,0,0,0,0,1
2,0.05,134.37,0.0,1120.55,0.18,1,1,0,0,120,1670,5,1,1,0,0,1,1
2,0.05,131.75,0.0,199.47,1.52,1,0,0,0,100,1670,1,1,1,1,1,0,1
2,0.72,51.39,0.0,133.67,0.18,0,0,0,1,50,2004,1,1,0,1,1,1,1
2,0.05,98.86,0.0,208.05,0.18,1,1,0,0,10,1336,1,0,1,1,0,1,1
2,1.43,134.37,10.383294329585832,135.31,1.09,1,0,0,1,80,1670,2,0,1,1,0,0,1
2,0.6,120.2,17.320362095719577,170.68,1.0,1,0,0,0,80,1336,2,0,1,0,1,0,1
2,0.05,109.12,0.0,123.62,1.46,0,1,0,1,100,1670,2,1,0,1,0,0,1
2,1.44,69.57,21.472701488548445,181.67,0.24,0,0,0,1,120,167,1,0,1,0,1,0,1
2,1.89,105.17,0.0,155.36,0.18,1,0,0,1,100,1336,1,0,0,1,0,1,1
2,0.23,67.3,35.36120955615597,3051.58,0.18,0,0,0,1,100,1670,5,0,0,1,1,1,1
2,4.09,84.68,2.0783412687236478,170.4,1.67,0,0,0,1,50,2004,1,0,0,1,0,0,1
2,0.73,94.22,0.0,5.05,0.71,0,1,0,0,120,1336,1,1,0,1,0,1,1
2,0.48,134.37,0.0,330.82,2.78,0,1,0,1,100,2004,2,0,0,1,0,0,1
2,0.15,134.37,6.963324901283116,1555.98,0.18,1,1,0,1,100,1336,0,0,0,1,1,1,1
2,0.78,120.21,10.053563548688189,80.29,0.2,0,0,0,1,100,2004,1,0,1,0,0,0,1
2,1.08,107.05,0.0,44.1,0.18,0,1,0,1,10,334,2,1,1,1,0,0,1
2,6.57,50.09,16.45325504515298,10.8,0.18,0,0,0,1,0,2004,1,0,0,1,0,0,1
